id,source_csv_row,source_doc,source_type,target_story,block_id,seq,docx_paragraph_index,word_paragraph_style,inferred_role,idml_paragraph_style_candidate,permission,text,text_sha256
1526,1526,座談会 原稿(5).docx,,story_03_ch03_rt03,,,140,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	なるほど。精神的な独り立ちは、とても重要ですね。
では、最後のアジェンダです。
世間では、PMIというと１００日プラン、という認識がありますが、１００日プランを作っていますか？",11d0c2dcbf176f8625cfd9d24f123059a637a75069d0721d4851a059a4a94fc1
1527,1527,座談会 原稿(5).docx,,story_03_ch03_rt03,,,141,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	当社では、１００日プランは作っていません。
実はＰＭＩと言う言葉もあまり使っていません。
経営は投資直後だけでなく継続的に続くものですし、投資直後の熱量を継続させることが肝要だと思っています。
投資後に、特別なプロジェクトを立ち上げて、無理に１００日プランにのせる施策をひねり出すことよりも、現場の会議体に入っていって、潜在力と強みを皆で共有しながら、出来ていないこと、強みを活かせていないことを確認し、アクションリストを作って、ＰＤＣＡを回したほうが効果的だと私は考えています。
こうしたやり方をとっているので、逆に、１００日超えても、アクションリストの中身を更新しながら、PDCAを回し続けることになります。
これを実行すると、組織として、実行力とスピード感覚が身につきます。これは、とても大事なことでして、この積み重ねが組織力強化につながります。",2b1175a9a9c57eefc4786db9e2a7d61968290912bd4e958b90feb17ae26ec704
1528,1528,座談会 原稿(5).docx,,story_03_ch03_rt03,,,142,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	なるほど。金田さんのところでは、１００日プランという形ではなく、アクションリストを作って、それをもとにPDCAを回しているということですね。
福崎さんのところでは、いかがですか？",25c5ec0afd5a93548f140c9ae18c0ac60bfb985fb502f8d9b96f82af663060ab
1529,1529,座談会 原稿(5).docx,,story_03_ch03_rt03,,,143,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：　当社では、全投資案件で100日プランを作成しています。
投資後のバリュークリエーションを一定の期間で実現するための設計図という位置づけですので、１００日プランについては、とても重要視しています。
当社にいるバリュークリエーションチームが中心となって、投資検討時のプランを投資先経営陣とも議論しながら、必要に応じてファインチューニングして、策定・実行の確実性を高めています。",8f85bfc4d2cb022e7273a8a9693b96d525b88c92dde1dccdfb32e695a62e09d9
1530,1530,座談会 原稿(5).docx,,story_03_ch03_rt03,,,144,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	クロージング後、すぐにバリューアップ策を実行していくためには、１００日プランなのか、アクションリストなのか、呼び方はともかく、何らか管理する仕組みが必要であることがわかりました。
以上、今回は、投資ファンドと投資先企業の経営陣との目線合わせが必要な五つのテーマについて伺ってきました。
福﨑さん、金田さん、ありがとうございました。",938611ad8bb0f0fac13d36b002530af6146925d82fc6a3ba4df56f000da8aab1
1531,1531,座談会 原稿(5).docx,,story_04_ch04_rt04,,,147,List Paragraph,,01-02 節 見出し,TEXT_ONLY_REPLACE,＜座談会４＞　事業計画と予算,32a27c2c3b2da7c71a433d5d2e940da222088341909e5cc44f31bfa27caa2732
1532,1532,座談会 原稿(5).docx,,story_04_ch04_rt04,,,148,Normal,,01-01 章 第◯章,TEXT_ONLY_REPLACE,第４章,e2ada6c3841f26ebddc8911f372232e2f563ac980a46bc5a1765bab1272cd606
1533,1533,座談会 原稿(5).docx,,story_04_ch04_rt04,,,148,Normal,,01-01 章 タイトル,TEXT_ONLY_REPLACE,では、初回の週次ミーティングの際に、ミツカネ電子の予算の達成可能性が極めて低いことを米倉が見抜きました。この予算は、当時の親会社であったミツカネ工業に出した事業計画をもとに作成したものです。ということは、ジェインがバリュエーションで使った事業計画は、かなり強い数字だったということです。,a4bbb55f6d5a8fda74737e2758bb58a7bc77622314cf093c945d31a1cd03cc46
1534,1534,座談会 原稿(5).docx,,story_04_ch04_rt04,,,149,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,一般的にM&Aのディールの際、買い手に提示されるのは、強い事業計画であることが少なくありません。しかしながらあまりに強い事業計画だと、買い手（投資ファンド）は高値づかみすることになります。対象会社（投資先）もPMIにおいてバリューアップに苦労することになります。,41ae602232359f280ae4807e5d385a04def7b88da67676062adb99d673c7b1f2
1535,1535,座談会 原稿(5).docx,,story_04_ch04_rt04,,,150,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,そこで本章の座談会では、事業計画と予算編成の実態について、丸の内キャピタルの福崎さんとベーシックキャピタルの金田欧奈さんに語って頂きます。,a08d3f20ba8a80c90aace8ebf11947ff4c6e400513adad635c33e0005d81c642
1536,1536,座談会 原稿(5).docx,,story_04_ch04_rt04,,,151,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,対談者（五十音順）	：　ベーシックキャピタルマネジメント　金田欧奈氏,27d0a29f53e623e39de8c5ead2be2f05d2478f0370d4f8de69138499e7957df2
1537,1537,座談会 原稿(5).docx,,story_04_ch04_rt04,,,152,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,丸の内キャピタル　福崎昇平氏,d8542d8efbd0cba1d83ecf8403c3a9e7ec02dadea805d26ad4212b9e00ccb99d
1538,1538,座談会 原稿(5).docx,,story_04_ch04_rt04,,,153,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,ファシリテーター：	　　岡俊子,70b8c0a6856514cf464fda1d9b393e33e1a98162048e7a7385617041ac88d47e
1539,1539,座談会 原稿(5).docx,,story_04_ch04_rt04,,,154,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,注：　会話に出てくる法人や個人の敬称は、省略しました。,e7ddf45603db836db2ea9f7e36b70816f536eb17bb0fccbb1ea83056f64da6f2
1540,1540,座談会 原稿(5).docx,,story_04_ch04_rt04,,,156,Normal,,02-01 解説見出し,TEXT_ONLY_REPLACE,１．M&Aで出てくる事業計画の実態,e95b7825cd49a4a90221e073a731d9eb83f8249808cfc39ff1a7153588f32314
1541,1541,座談会 原稿(5).docx,,story_04_ch04_rt04,,,157,List Paragraph,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	事業計画についてお聞きします。
年間、何件もの投資案件をみていると思いますが、対象会社から提示される事業計画は、実態として、どれくらい強いと感じますか？",7c01471fabc02cb7648f392e88b4c8d2c9976e40ccad8b90ff46c631e4edba1a
1542,1542,座談会 原稿(5).docx,,story_04_ch04_rt04,,,158,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田： そうですねぇ。８割方の案件で「強いな」と感じます。
「少し強めだな」くらいの計画もありますが、「バラ色が過ぎるな」と感じざるを得ない事業計画が出てくることもあります。
	「高く売却したい」という売り手の気持ちはわかりますが、あまりに強気過ぎる事業計画を出すことは、むしろ逆効果だと思います。事業計画だけでなく、プロセスの中でお話し頂く内容について、全体的な信頼感を失いますし、相手に焦りを感じさせることになるかもしれません。
当社が売り手になる際は、投資先企業に、プロセスの目的だけのためのPRは不要、経営として執行するための計画を作るようにと伝えています。捨ててしまう計画を作るのは、かける時間も無駄ですから。",488a77853085be3b5a6a6fe7d63ca90340373263b373bf8f501df665ce1e6642
1543,1543,座談会 原稿(5).docx,,story_04_ch04_rt04,,,159,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：	金田さんの発言に全く同感ですね。うなずくところが多いです。
特に、再生案件になると、業績は経年で下がってきているのに、翌年度以降、Ｖ字回復するという計画になっていることが多く、これをホッケースティックという言い方をしますが、業績回復の根拠が希薄な事業計画が出てくることがあります。
上場企業のカーブアウト案件などでは、売り手となる会社の取締役のなかには、善管注意義務や忠実義務を意識して、価格最大化が義務であると考えている方々がいます。
プロセスに入ることを前提としている場合、売り手と対象会社の経営陣とFAの３者で、議論しながら、売却プロセス用の事業計画を策定することがあります。その際、売却価格を最大化したいという売り手の意向が強く反映され、厚化粧をした事業計画がインフォメーションメモランダムに記載されていることがあります。
会社によっては、ストレッチしたターゲットケースと言われる事業計画と、対象会社の経営陣がその達成をコミットする事業計画の二つを作っていることもあります。
売却プロセスで、買い手候補に提示されるのは、前者のストレッチした計画です。",3cd330cd046aeaba8c7b72585b716088967e83db9aeeeb498251ac13ebc67d71
1544,1544,座談会 原稿(5).docx,,story_04_ch04_rt04,,,160,List Paragraph,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	なるほど。投資ファンドとしては、強い事業計画をバリュエーションに使ってしまうと、高値づかみをしてしまいます。
バリュエーションでは、どういう点に留意していますか？",018c0a3e212c4dc720b349eedba69e403f53707a0f6a5a1f857a9ec7104cd994
1545,1545,座談会 原稿(5).docx,,story_04_ch04_rt04,,,161,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：	事業計画の前提となる市場動向、競争環境について、まず深く理解することが重要です。成長性、収益性をはじめとして、成長戦略・施策の妥当性についても検討します。
マネジメントプレゼンテーションやインタビューを通じて、施策効果を過度に強く見ていないか、実現に向けた制約がないかを確認し、提示された事業計画をそのまま採用するのではなく、当社独自の計画を策定しています。
売り手が株主として残る場合は別ですが、完全売却を前提とした入札プロセスの場合、バリュエーションは、売り手にとって極めて最重です。
当社独自の事業計画の検討においては、バリュークリエーションの余地がないかもみていきます。独自の事業計画では、複数のシナリオを策定します。たとえば、過去の知見や三菱商事グループのネットワークを使って、どういうバリュークリエーションができそうかといったことも検討し、これをアップサイドケースのプロジェクションに一定程度織り込むことがあります。",05d73987db7983f9159e969fb002ce4b81ce638f4df42d8b8bab56a6a9900ab9
1546,1546,座談会 原稿(5).docx,,story_04_ch04_rt04,,,162,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	福崎さんのところは、バックに三菱商事がいますから、そういうバリューアップ策も見込めるのですね。
金田さんは、独立系ですが、いかがですか？",b3b86d438c3956b58cbb8fa31bef4d33d0dbb2b976b1fc947a924ed35af5d294
1547,1547,座談会 原稿(5).docx,,story_04_ch04_rt04,,,163,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	当社でも、売り手または対象会社から提示された事業計画をそのままバリュエーションには使いません。
バリュエーション用の事業計画は、我々独自目線のものをスクラッチで作り直しています。
しかし「提示された事業計画が不必要か？」というとそうではなくて、どういう考え方で数字が出来上がっているのか、どのボタンを押せば、数字がどう変わるかという構造を理解するために重要です。
その事業計画をみると、経営陣がどこに自信をもっていて、どこに不安を感じているのかもわかります。
それを読み解いて、独自の事業計画策定のベースとして活用しています。
提示された事業計画に含まれている施策に納得感があれば、それを我々で作成する事業計画にも入れ込むことがあります。またDDの過程でくみとった成長余力や、特に潜在的余力については、先方計画に入っていなくても独自に施策に加えます。
全ての案件に共通する施策ではなく、あくまで案件ごとにポテンシャルを見出して、それを織り込んでいます。",76693183980720c207705ef947facad1e907b54383723527a29ae0fdc2243ca1
1548,1548,座談会 原稿(5).docx,,story_04_ch04_rt04,,,164,List Paragraph,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	バリュエーションで使う事業計画は、もらったものをそのまま使うのではなく、買い手の手が入ったものになっているということですね。
バリュエーションで使う事業計画とは別なものになるかもしれませんが、Day1以降に、目標管理上、使う事業計画は、どの事業計画を使っていますか？",ea183aef470aaae8b169452269c97fb4aa8d359c6aacd2a71fdebe183af1244c
1549,1549,座談会 原稿(5).docx,,story_04_ch04_rt04,,,165,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	Day1以降に、目標管理で使う事業計画には、２つの観点があって、それぞれに使い方が異なります。
一つは、投資先企業の経営において運用する計画で、もう一つは、GPつまり投資チームが投資家との約束を果たす際に見る計画です。",0ecec35e84adf116a926024b08a1c7adaf23f470398d21c82ce06dbbd13bc1b5
1550,1550,座談会 原稿(5).docx,,story_04_ch04_rt04,,,166,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	２つの観点。それは、興味深いですね。
最初の投資先企業の経営において運用する計画とは、どういうものですか？",60f7696d84e92bf2c599dd80ed1332ce8057b1905367172bc2e499e17a4516a9
1551,1551,座談会 原稿(5).docx,,story_04_ch04_rt04,,,167,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	投資先企業の経営で運用する計画は、年度毎の予算をイメージしてもらえればよいと思います。
この予算は我々が投資時の意思決定の際にベースとした事業計画とは全く別のものです。投資先経営陣の意思をしっかり入れたものを当社投資チームと投資先経営陣とで作ってもらって、それを株主として承認します。
押し付けるのではなく、一緒に策定します。その方がより現実感があり、目線を合わせることもできます。",73891a4d1bbb858b9ae0edce3343c42ad8ec1b31c8cbb1bec985afd0961d65f2
1552,1552,座談会 原稿(5).docx,,story_04_ch04_rt04,,,168,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	目標でもあり、実行可能性もある予算ということですね。
そうすると、投資時に策定した事業計画は使わないということですね。",71b7ef466be6ab65ce39f0dc25db030f055a054ba0333850fa895a17180387f8
1553,1553,座談会 原稿(5).docx,,story_04_ch04_rt04,,,169,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	はい、投資時に策定した事業計画は、GPつまり当社投資チームの最終目標として、投資完了までそのまま使います。これが先ほど言いました、もう一つの観点のものです。
この計画を実現するのは、あくまで我々の責任なので、投資先の経営陣には押し付けません。
GPとしての当社の責任は、この事業計画を達成することです。
とはいえ、EXITまでの間に帳尻が合えばいいので、この事業計画を達成するために、年度の予算は柔軟に運営できるようにしています。",17465641a77555136233302e653d65ee83e351a4a85b98aecf9f6de671545679
1554,1554,座談会 原稿(5).docx,,story_04_ch04_rt04,,,170,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,岡：	そういうことですか。でも、たとえば、2020年の頃は、新型コロナウィルスの感染拡大がありましたが、ああいった天変地異が起こると、事業計画の修正が必要になりませんか？,b916922cdbf6fa44c9cc7331a6da771e867d1e6750eb94b21346dd601978dd6e
1555,1555,座談会 原稿(5).docx,,story_04_ch04_rt04,,,171,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	天変地異が起きても、何が起ころうとも、GPの投資計画は修正しません。
我々がコミットした投資計画は、GPとして投資家と約束したものですから、修正なしで、実現を目指して努力します。天変地異も含めて投資の意思決定です。どんな言い訳を重ねても、遡って株価を修正してもらえるわけではありません。
でも、多くの投資を重ねていれば、計画通りいかないケースもあります。下振れだけでなく上振れも含めてです。
そういうときは、なぜそのギャップが生じたのか、向き合って議論を尽くして、それを糧にすることで、次の投資に活かします。
投資先企業が策定する会社予算については、先ほどお話しした通り全く別の話です。不測の事態があれば適宜修正し運営することになります。我々の責任を押し付けることはありません。",16d1ea59484b550079b654733cf14c04c64b765abf711c10db54a6d75e9af890
1556,1556,座談会 原稿(5).docx,,story_04_ch04_rt04,,,172,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	投資先に対する暖かさと、投資家に対する規律ある姿勢を垣間見た気がします。
では、福崎さんのところは、いかがですか？",029d354a1880e0a01d5899cb0c1c6c85d3ffcb3b96c2b9bf4b67ecfa4524ac86
1557,1557,座談会 原稿(5).docx,,story_04_ch04_rt04,,,173,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：	金田さんの話と共通している部分もありますが、投資先との間のことについては、異なる部分もあります。
我々は、投資直後に、投資先の経営陣と事業計画を握っています。
我々は、プロセスのなかで、たとえばDDやマネジメントインタビューにおいてですが、対象会社の経営陣とコミュニケーションする機会があります。でも入札になると、時間にしても、コミュニケーションの深さにしても限定的になります。
ですから、投資後に面談をしますと、理論上、「これくらい、いけそうだ」という事業計画であっても、よくよく聞いてみると、「人がいない」など、対象会社固有の制約があって、実行できないことがあります。採用が必要な場合は、新たに人件費もかかってきますし、採用にかける時間も必要です。
そのあたりの軌道修正が必要になるので、それらを補正して、事業計画を調整しています。
経営陣には、補正後の事業計画にコミットしてもらっています。",5a0f6779091259cdeb7e08c3208c03ce2789f552cdf85c0fa64ffa94e9178c24
1558,1558,座談会 原稿(5).docx,,story_04_ch04_rt04,,,175,Normal,,02-01 解説見出し,TEXT_ONLY_REPLACE,２．目標設定としての予算,7b14c60e8f34cb368fc6ceab06e629488e55dfab7b7fdb2e603ac8f09e209e85
1559,1559,座談会 原稿(5).docx,,story_04_ch04_rt04,,,176,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	次に、予算について伺います。
企業は、予算に基づいて運営します。
初年度は、投資前の体制で策定した予算にひっぱられますので、投資実行後、その数字を見て驚くことも多いと思います。
予算に関して、これまでに印象に残った経験などがありましたら、共有ください。",4de5fe21af5604d734b909120d3be28ad2d839aaaf6c987d47baae20bd4a2b51
1560,1560,座談会 原稿(5).docx,,story_04_ch04_rt04,,,177,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	予算については、いろいろなことが起こります。
たとえばある投資案件で、投資完了後、経営陣と話をし始めたところ、プロセス中に提示されていた事業計画とはかけ離れて、大幅に低い数字の予算を見せられたことがありました。そして、「実態は、その予算の数字で運営している」と、残された経営陣が、とても気まずそうに、打ち明けてくれました。
先ほどお話しした通り、我々は先方提示の計画を鵜呑みにせず、独自に計画を立てていますから、「困ったか？」と問われると、そうではなかったのですが、でも寂しい、ぎこちない話だなと感じました。理屈抜きにこういう状況良くないと思います。
逆に、良い意味の驚きですと、最初に参加した予算会議の緊張感が素晴らしく印象的だったケースがあります。皆さん真剣で、真剣であるがゆえに予算が未達になったらお互いに声を荒げることもあるのですが、予算の数字に執着してしっかり挑んでいることが伝わってきます。そういう会社は強いですし、数字だけで測れない価値があると思います。",3a7e6330b3159501114d2e25ac60226a6f665a76bd6de516d706a5a9bd589379
1561,1561,座談会 原稿(5).docx,,story_04_ch04_rt04,,,178,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,岡：	投資ファンドとしては、投資後、あまり尻を叩かなくていいケースですね。,a712061c213945e09e5349302df410b8751cca86ce42c52df463091af483b06f
1562,1562,座談会 原稿(5).docx,,story_04_ch04_rt04,,,179,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：そうですね。掲げた数字に対するコミットは元々強かったので、尻を叩くと言うよりも、色々なアイディアをやり取りしながら、実行することを増やしていきました。
こういった会社は、予算に限らず、万事に亘って規律が効いていて、組織力で戦えるので、強いです。
そのケースはカーブアウト案件だったのですが、結果として当初売主側から提示された計画を大幅に超える成長を実現してくれました。",70062f162080573f9189b2078dddff02855e4c111dd57596a5abe149c4dfadae
1563,1563,座談会 原稿(5).docx,,story_04_ch04_rt04,,,180,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：当社が経験したケースでも、予算の作り方が精緻でマネジメントを中心に予算を達成することに対して強いコミットメントがありました。これは、上場企業のカーブアウト案件でしたが、会社のカルチャーによるところが大きいかもしれません。
他方、オーナー企業にみられがちですが、予算の統制が事実上ないと言っても過言ではない会社もあります。創業オーナーの鶴の一声で、右に行ったり、左に行ったりです。
そういった会社に投資する場合は、投資の初期段階から予算を一緒に作り込んでいくことになります。",71ab7630a879b8ee717256cb9a8724e7784211d878c0dafd9eca953f8daaf855
1564,1564,座談会 原稿(5).docx,,story_04_ch04_rt04,,,181,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	予算制度や予算統制にも、会社のカルチャーが反映されるのですね。
投資ファンドとして、予算には、どういう役割を求めていますか？",6b1a57558ab260df631251dff6831f39a2b833425141987d37a216b0b00ca6a2
1565,1565,座談会 原稿(5).docx,,story_04_ch04_rt04,,,182,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	私は、予算には、二つの大事な役割があると考えています。
予算を株主に説明するためだけの単なる資料という意識で作ってしまうと、約束事だから、保守的に作っておいて、何かあっても、他でリカバリーして、最後は帳尻を合わせると言ったやり方になってしまいます。そういう会社は、だいたい横ばいか、少しだけ成長するような数字、予算と言うより予測数値を作ってしまう。前向きに成長する意思のある予算ではなく、ただの管理のためだけの数値です。これではダメです。
予算の本質は、従業員に対する指針だと思います。
誰が、成長のない会社で働き続けたいと思いますか？
予算が、従業員が本来持っているやる気を刺激するためのものだとすると、保守的である必要もなく、従業員が、「これを達成したい！」と、本当に目標にできるものでないといけません。
そういう組織文化の会社では、自己実現ができ、おおいにやりがいを感じるはずですし、それが物事を迅速に実行してゆく原動力になります。",fe1ce5aa42c781770ea452bc98aed54d76c8f5d070234c64192c84b9737cf5b5
1566,1566,座談会 原稿(5).docx,,story_04_ch04_rt04,,,183,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	何のための予算かということですね。
もう一つの役割は、何ですか？",de65753f946e7468b441f51f9627936e3790170f90ee44d2fb2ca09189f40e91
1567,1567,座談会 原稿(5).docx,,story_04_ch04_rt04,,,184,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	もう一つは、行動変容の役割です。
結局のところ、会社を良くするためには、綺麗な予算を作ることではなく、筋の良い行動をどれだけ早く多く積み上げることができるかです。
投資先の経営陣から従業員までそうなのですが、その予算を達成するために、どういう活動が必要か、未達の状態の時にどんな行動が足りないのかを認識できなければいけません。それによって、各人が行動を考えるようになります。
何を実行したら、何が起きるか。その結果として、数字がどうなるか。
この流れを理解してもらうことが重要だということす。
それができると、行動と連動した予算が作れて、日々の動き方を変えることが出来ます。",de4ab6ff3cddb5406f1c1b8013afcea291af03e16ccc765def8f9b4901859568
1568,1568,座談会 原稿(5).docx,,story_04_ch04_rt04,,,185,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	深い話ですね。
福崎さんのところでは、予算達成のために、どんな工夫をしていますか？",a412ffda299131d4d99b77d6576d9705a45761eb953ee4b007974e62537c665c
1569,1569,座談会 原稿(5).docx,,story_04_ch04_rt04,,,186,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：	予算を示して、「頑張りましょう」だけでは、会社は動かないです。
事業計画の数値だけでなく、成長戦略や施策、そして実行度を高めるための人事制度やインセンティブを含めたアラインメントが重要だと感じています。
会社がどう成長していくのか、経営戦略や経営方針とともに、事業計画を達成して、どういう会社になるのかをマネジメントが熱量をもって語ること、そして社員にも還元の仕組みがあることが、実現に向けたカギであり、タウンホールミーティング等、様々な機会を通じて、計画達成に向けたモメンタムを醸成する必要があります。
予算の達成状況に応じたインセンティブ制度も導入しています。社員のオーナーシップを高めるために、SOなどのインセンティブを、経営層だけでなく、その下の層まで含めて、広い対象に付与することもあります。
投資ファンドと投資先企業の経営陣との間で、予算とインセンティブについてアラインメントを取ったうえで、投資先企業の経営陣が、方針説明会を開催して、そこで予算とインセンティブの新制度を発表して、組織を盛り立てていきます。",03ece7eb1e04cba27695847f943e11deddfeb8e07553dfaeace77bd423a364f6
1570,1570,座談会 原稿(5).docx,,story_04_ch04_rt04,,,187,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,岡：	予算に対して、インセンティブをつけて、やる気を刺激するということですね。,b02aa2854adad57610bb15e8af0fe856cf34aaf07c8c2c7eac7a92816396838a
1571,1571,座談会 原稿(5).docx,,story_04_ch04_rt04,,,188,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福﨑：	それから、多少細かい話になりますが、上場企業のカーブアウト案件だと、大企業のときと投資ファンド傘下とでは、予算上のKPIが異なることも、最初に目線合わせしておくことが重要です。
我々はEBITDAを重視しています。出自の会社で、どういった予算制度であったか、KPIは何だったかなどを丁寧にヒアリングして、もし我々の考え方との間にギャップがあれば、ＫＰＩを新たに設定しなおし、周知徹底していく活動も欠かせません。
またLBOを組むことがありますが、財務コベナンツが設定されるので、それに抵触しないようにしていかなければいけません。これまで無借金経営だった会社だと、こういった面に対する意識が希薄ですので、そのあたりの理解を得ることも必要になります。",7e7e2a4262124a7fa7c1ba9dd4ab0e68542013fcecf7bcf99ee715599080521b
1572,1572,座談会 原稿(5).docx,,story_04_ch04_rt04,,,189,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	投資は、一件一件が手作りです。
予算の実現可能性を高めるためには、各案件の状況に応じて、きめ細かいケアを入れていく必要がありそうです。
予算を策定して、それに向かって頑張っていっても、ビハインドになることもありますが、そういうとき、投資ファンドとしては、どうしていますか？",4fe3cb5590f693da08095d3abcb5453730f17726af60374f548a6ecb8e0d55d6
1573,1573,座談会 原稿(5).docx,,story_04_ch04_rt04,,,190,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"福崎：予実は、月次ベースでみています。
その際に、乖離幅が一定以上になると、年度のなかで、どうキャッチアップするかの施策を策定して、頻度を上げて施策の進捗をみていきます。",1e48f9c3297910ea88093c39d235c6eefb675bb2e25097485f994809d64bb44b
1574,1574,座談会 原稿(5).docx,,story_04_ch04_rt04,,,191,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：数字は、行動の結果を示します。因果で言うと、行動が原因で、数字は結果です。
ですから、我々は、結果である数字が達成出来ている、出来ていないという議論よりも、その結果を導いた行動、「なぜ動きが遅いのか」、「なぜやっていないのか」という原因面の行動を追求することが多いです。
計画ですから上手くいかないことも当然あります。予算未達だけを取り上げて、厳しいことを言うことはあまりないのですが、予算未達の状況で動きが変わらない場合は、かなりうるさく言います。
行動するなかで、時として、向かっている方向が違う、意味のない行動に時間が使われていることに気付くこともあります。でもそれは健全なことです。向かう方向を修正すれば良いだけの話ですから。",985416f91a1ce64e25529fafc995a9f5ed2bea160c62723d92a8955e67bb49b6
1575,1575,座談会 原稿(5).docx,,story_04_ch04_rt04,,,192,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,岡：	予算の数字は、因果の果であって、重要なのはその数字を導き出した行動、つまり因のほうだということですね。,a05bbb488c0c48a7feb3357fc6816ffcf281a5859f03f5cacf13807152d6909e
1576,1576,座談会 原稿(5).docx,,story_04_ch04_rt04,,,193,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"金田：	事業計画は、現実や行動を度外視して作ると、とんでもなくつまらない、頭が良い人たちが数字遊びしているだけのものになってしまいます。
一方で達成するための行動を一つ一つ想像しながら、その難しさやそれを乗り超える手法を考えて作れば、本当に価値のあるものになります。
予算も同じで、魂がこもった予算を説明されると、策定された経営者の意思がしっかり伝わってきますし、それが株主と経営の一体感を醸成することになります。
我々もそうした優秀な経営者と多く接点を持ち、正しい信頼関係を作り、その計画を達成できるように動きを早くする、背中を押す役をしっかり果たすことで、事業を拡げてゆきたいと思います。",3fe07b84eae2ebfb4f5a6174d60b3d6a9d80d8c4f6e2e9bc5f01d34eff38bf44
1577,1577,座談会 原稿(5).docx,,story_04_ch04_rt04,,,194,Normal,,02-02 解説 本文,TEXT_ONLY_REPLACE,"岡：	予算や事業計画は、投資ファンドと投資先をつなぐツールです。
そのツールを使って、どう実効性を高めるかということですね。
以上、今回は、事業計画と予算について伺ってきました。
金田さん、福﨑さん、ありがとうございました。",5e9c4a06b6b6807bfacc7e5880d4f477b08731baa92cccd5ec52dd143d7a4e76
1578,1578,座談会 原稿(5).docx,,story_05_ch05_rt05,,,196,Normal,,01-02 節 見出し,TEXT_ONLY_REPLACE,＜座談会５＞　EXITについての考え方,49aecd5fe513f5f4abe10e048c7c80a8e2865649d68736870c6bc0002af4cc94
1579,1579,座談会 原稿(5).docx,,story_05_ch05_rt05,,,197,Normal,,01-01 章 第◯章,TEXT_ONLY_REPLACE,第５章,54628c5afa7aaba6d9b8b5ea67ae6b524c2d09fbe34fbb3f580373d69c8167fd
1580,1580,座談会 原稿(5).docx,,story_05_ch05_rt05,,,197,Normal,,01-01 章 タイトル,TEXT_ONLY_REPLACE,では、ジェインの米倉パートナーが、投資先であるミツカネ電子の関東工場を訪問した際、懇談会において、工場の社員から罵声を浴び、社員たちの複雑な気持ちに触れました。ミツカネ電子では、投資ファンドは、いつかはEXITする存在であることについて、現場の社員には明確に伝えておらず、今回、その方法としてIPOを想定していることも伝えていません。,00478c6c02ba778b0742eaaa4dda21e97717d786b071845dcafd96f95b452f5c
